source_roi,target_roi,diff_rate
superiorparietal-rh,inferiorparietal-lh,-0.07217847769028873
superiortemporal-lh,inferiorparietal-lh,0.011154855643044637
superiortemporal-rh (-0.32),inferiorparietal-lh,0.04724409448818889
supramarginal-lh (-0.36),inferiorparietal-lh,0.0
temporalpole-lh (-0.21),inferiorparietal-lh,0.0
temporalpole-rh (-0.30),inferiorparietal-lh,0.04724409448818889
bankssts-rh (-0.23),inferiorparietal-rh (-0.26),0.0
bankssts-rh (-0.29),inferiorparietal-rh (-0.26),0.0
caudalanteriorcingulate-lh (-0.38),inferiorparietal-rh (-0.26),0.0
caudalanteriorcingulate-rh (-0.33),inferiorparietal-rh (-0.26),0.0
caudalmiddlefrontal-lh,inferiorparietal-rh (-0.26),0.0
caudalmiddlefrontal-rh (-0.38),inferiorparietal-rh (-0.26),0.0
cuneus-lh,inferiorparietal-rh (-0.26),0.0
entorhinal-lh,inferiorparietal-rh (-0.26),0.0
entorhinal-lh (-0.35),inferiorparietal-rh (-0.26),0.0
entorhinal-rh,inferiorparietal-rh (-0.26),0.0
entorhinal-rh (-0.27),inferiorparietal-rh (-0.26),0.0
frontalpole-rh (-0.28),inferiorparietal-rh (-0.26),0.0
fusiform-rh (-0.23),inferiorparietal-rh (-0.26),0.0
fusiform-rh (-0.24),inferiorparietal-rh (-0.26),0.0
inferiorparietal-lh,inferiorparietal-rh (-0.26),0.0
inferiortemporal-lh (-0.29),inferiorparietal-rh (-0.26),0.0
inferiortemporal-lh (-0.30),inferiorparietal-rh (-0.26),0.0
insula-lh,inferiorparietal-rh (-0.26),0.0
lateraloccipital-lh (-0.31),inferiorparietal-rh (-0.26),0.0
lateraloccipital-rh,inferiorparietal-rh (-0.26),0.0
lateraloccipital-rh (-0.29),inferiorparietal-rh (-0.26),0.0
lateralorbitofrontal-lh,inferiorparietal-rh (-0.26),0.0
lateralorbitofrontal-lh (-0.27),inferiorparietal-rh (-0.26),0.0
lateralorbitofrontal-rh (-0.25),inferiorparietal-rh (-0.26),0.0
lingual-lh,inferiorparietal-rh (-0.26),0.0
lingual-lh (-0.34),inferiorparietal-rh (-0.26),0.0
lingual-rh (-0.28),inferiorparietal-rh (-0.26),0.0
medialorbitofrontal-lh,inferiorparietal-rh (-0.26),0.0
medialorbitofrontal-rh,inferiorparietal-rh (-0.26),0.0
middletemporal-rh (-0.30),inferiorparietal-rh (-0.26),0.0
paracentral-lh (-0.26),inferiorparietal-rh (-0.26),0.0
paracentral-lh (-0.29),inferiorparietal-rh (-0.26),0.0
paracentral-rh (-0.22),inferiorparietal-rh (-0.26),0.0
parahippocampal-lh (-0.39),inferiorparietal-rh (-0.26),0.0
parahippocampal-rh,inferiorparietal-rh (-0.26),0.0
parahippocampal-rh (-0.28),inferiorparietal-rh (-0.26),0.0
parsopercularis-lh,inferiorparietal-rh (-0.26),0.0
parsopercularis-rh (-0.22),inferiorparietal-rh (-0.26),0.0
parsorbitalis-rh (-0.28),inferiorparietal-rh (-0.26),0.0
parstriangularis-lh,inferiorparietal-rh (-0.26),0.0
parstriangularis-rh,inferiorparietal-rh (-0.26),0.0
pericalcarine-rh,inferiorparietal-rh (-0.26),0.0
posteriorcingulate-lh,inferiorparietal-rh (-0.26),0.0
posteriorcingulate-rh,inferiorparietal-rh (-0.26),0.0
precentral-lh,inferiorparietal-rh (-0.26),0.0
precentral-rh (-0.26),inferiorparietal-rh (-0.26),0.0
precuneus-lh,inferiorparietal-rh (-0.26),0.0
precuneus-rh,inferiorparietal-rh (-0.26),0.0
rostralanteriorcingulate-lh (-0.27),inferiorparietal-rh (-0.26),0.0
rostralanteriorcingulate-lh (-0.33),inferiorparietal-rh (-0.26),0.0
rostralanteriorcingulate-rh (-0.32),inferiorparietal-rh (-0.26),0.0
rostralmiddlefrontal-lh,inferiorparietal-rh (-0.26),0.0
rostralmiddlefrontal-rh (-0.29),inferiorparietal-rh (-0.26),0.0
superiorfrontal-lh (-0.25),inferiorparietal-rh (-0.26),0.0
superiorparietal-lh (-0.34),inferiorparietal-rh (-0.26),0.0
superiorparietal-rh,inferiorparietal-rh (-0.26),0.0
superiortemporal-lh,inferiorparietal-rh (-0.26),0.0
superiortemporal-rh (-0.32),inferiorparietal-rh (-0.26),0.0
supramarginal-lh (-0.36),inferiorparietal-rh (-0.26),0.0
temporalpole-lh (-0.21),inferiorparietal-rh (-0.26),0.0
temporalpole-rh (-0.30),inferiorparietal-rh (-0.26),0.0
bankssts-rh (-0.23),inferiortemporal-lh (-0.29),0.0
bankssts-rh (-0.29),inferiortemporal-lh (-0.29),0.0
caudalanteriorcingulate-lh (-0.38),inferiortemporal-lh (-0.29),0.0
caudalanteriorcingulate-rh (-0.33),inferiortemporal-lh (-0.29),0.0
caudalmiddlefrontal-lh,inferiortemporal-lh (-0.29),0.0
caudalmiddlefrontal-rh (-0.38),inferiortemporal-lh (-0.29),0.0
cuneus-lh,inferiortemporal-lh (-0.29),0.0
entorhinal-lh,inferiortemporal-lh (-0.29),0.0
entorhinal-lh (-0.35),inferiortemporal-lh (-0.29),0.0
entorhinal-rh,inferiortemporal-lh (-0.29),0.0
entorhinal-rh (-0.27),inferiortemporal-lh (-0.29),0.0
frontalpole-rh (-0.28),inferiortemporal-lh (-0.29),0.0
fusiform-rh (-0.23),inferiortemporal-lh (-0.29),0.0
fusiform-rh (-0.24),inferiortemporal-lh (-0.29),0.0
inferiorparietal-lh,inferiortemporal-lh (-0.29),0.0
inferiorparietal-rh (-0.26),inferiortemporal-lh (-0.29),0.0
inferiortemporal-lh (-0.30),inferiortemporal-lh (-0.29),0.0
insula-lh,inferiortemporal-lh (-0.29),0.0
lateraloccipital-lh (-0.31),inferiortemporal-lh (-0.29),0.0
lateraloccipital-rh,inferiortemporal-lh (-0.29),0.0
lateraloccipital-rh (-0.29),inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-lh,inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-lh (-0.27),inferiortemporal-lh (-0.29),0.0
lateralorbitofrontal-rh (-0.25),inferiortemporal-lh (-0.29),0.0
lingual-lh,inferiortemporal-lh (-0.29),0.0
lingual-lh (-0.34),inferiortemporal-lh (-0.29),0.0
lingual-rh (-0.28),inferiortemporal-lh (-0.29),0.0
medialorbitofrontal-lh,inferiortemporal-lh (-0.29),0.0
medialorbitofrontal-rh,inferiortemporal-lh (-0.29),0.0
middletemporal-rh (-0.30),inferiortemporal-lh (-0.29),0.0
paracentral-lh (-0.26),inferiortemporal-lh (-0.29),0.0
paracentral-lh (-0.29),inferiortemporal-lh (-0.29),0.0
paracentral-rh (-0.22),inferiortemporal-lh (-0.29),0.0
parahippocampal-lh (-0.39),inferiortemporal-lh (-0.29),0.0
parahippocampal-rh,inferiortemporal-lh (-0.29),0.0
parahippocampal-rh (-0.28),inferiortemporal-lh (-0.29),0.0
parsopercularis-lh,inferiortemporal-lh (-0.29),0.0
parsopercularis-rh (-0.22),inferiortemporal-lh (-0.29),0.0
parsorbitalis-rh (-0.28),inferiortemporal-lh (-0.29),0.0
parstriangularis-lh,inferiortemporal-lh (-0.29),0.0
parstriangularis-rh,inferiortemporal-lh (-0.29),0.0
pericalcarine-rh,inferiortemporal-lh (-0.29),0.0
posteriorcingulate-lh,inferiortemporal-lh (-0.29),0.0
posteriorcingulate-rh,inferiortemporal-lh (-0.29),0.0
precentral-lh,inferiortemporal-lh (-0.29),0.0
precentral-rh (-0.26),inferiortemporal-lh (-0.29),0.0
precuneus-lh,inferiortemporal-lh (-0.29),0.0
precuneus-rh,inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.27),inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),inferiortemporal-lh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),inferiortemporal-lh (-0.29),0.0
rostralmiddlefrontal-lh,inferiortemporal-lh (-0.29),0.0
rostralmiddlefrontal-rh (-0.29),inferiortemporal-lh (-0.29),0.0
superiorfrontal-lh (-0.25),inferiortemporal-lh (-0.29),0.0
superiorparietal-lh (-0.34),inferiortemporal-lh (-0.29),0.0
superiorparietal-rh,inferiortemporal-lh (-0.29),0.0
superiortemporal-lh,inferiortemporal-lh (-0.29),0.0
superiortemporal-rh (-0.32),inferiortemporal-lh (-0.29),0.0
supramarginal-lh (-0.36),inferiortemporal-lh (-0.29),0.0
temporalpole-lh (-0.21),inferiortemporal-lh (-0.29),0.0
temporalpole-rh (-0.30),inferiortemporal-lh (-0.29),0.0
bankssts-rh (-0.23),inferiortemporal-lh (-0.30),0.0
bankssts-rh (-0.29),inferiortemporal-lh (-0.30),0.16666666666666663
caudalanteriorcingulate-lh (-0.38),inferiortemporal-lh (-0.30),0.0
caudalanteriorcingulate-rh (-0.33),inferiortemporal-lh (-0.30),0.0
caudalmiddlefrontal-lh,inferiortemporal-lh (-0.30),-0.11111111111111116
caudalmiddlefrontal-rh (-0.38),inferiortemporal-lh (-0.30),0.0
cuneus-lh,inferiortemporal-lh (-0.30),0.2499999999999999
entorhinal-lh,inferiortemporal-lh (-0.30),0.08333333333333337
entorhinal-lh (-0.35),inferiortemporal-lh (-0.30),0.0
entorhinal-rh,inferiortemporal-lh (-0.30),0.08333333333333337
entorhinal-rh (-0.27),inferiortemporal-lh (-0.30),0.16666666666666663
frontalpole-rh (-0.28),inferiortemporal-lh (-0.30),0.0
fusiform-rh (-0.23),inferiortemporal-lh (-0.30),-0.16666666666666652
fusiform-rh (-0.24),inferiortemporal-lh (-0.30),0.0
inferiorparietal-lh,inferiortemporal-lh (-0.30),-0.07217847769028862
inferiorparietal-rh (-0.26),inferiortemporal-lh (-0.30),0.0
inferiortemporal-lh (-0.29),inferiortemporal-lh (-0.30),0.0
insula-lh,inferiortemporal-lh (-0.30),0.08333333333333315
lateraloccipital-lh (-0.31),inferiortemporal-lh (-0.30),0.0
lateraloccipital-rh,inferiortemporal-lh (-0.30),-0.41666666666666663
lateraloccipital-rh (-0.29),inferiortemporal-lh (-0.30),0.16666666666666652
lateralorbitofrontal-lh,inferiortemporal-lh (-0.30),0.25
lateralorbitofrontal-lh (-0.27),inferiortemporal-lh (-0.30),0.0
lateralorbitofrontal-rh (-0.25),inferiortemporal-lh (-0.30),0.0
lingual-lh,inferiortemporal-lh (-0.30),0.08333333333333337
lingual-lh (-0.34),inferiortemporal-lh (-0.30),0.0
lingual-rh (-0.28),inferiortemporal-lh (-0.30),0.0
medialorbitofrontal-lh,inferiortemporal-lh (-0.30),0.16666666666666685
medialorbitofrontal-rh,inferiortemporal-lh (-0.30),-0.08333333333333337
middletemporal-rh (-0.30),inferiortemporal-lh (-0.30),0.0
paracentral-lh (-0.26),inferiortemporal-lh (-0.30),-0.16666666666666652
paracentral-lh (-0.29),inferiortemporal-lh (-0.30),0.0
paracentral-rh (-0.22),inferiortemporal-lh (-0.30),0.0
parahippocampal-lh (-0.39),inferiortemporal-lh (-0.30),0.0
parahippocampal-rh,inferiortemporal-lh (-0.30),0.08333333333333337
parahippocampal-rh (-0.28),inferiortemporal-lh (-0.30),0.16666666666666663
parsopercularis-lh,inferiortemporal-lh (-0.30),-0.05555555555555547
parsopercularis-rh (-0.22),inferiortemporal-lh (-0.30),-0.16666666666666652
parsorbitalis-rh (-0.28),inferiortemporal-lh (-0.30),0.0
parstriangularis-lh,inferiortemporal-lh (-0.30),-0.16666666666666674
parstriangularis-rh,inferiortemporal-lh (-0.30),-0.05681818181818177
pericalcarine-rh,inferiortemporal-lh (-0.30),0.0
posteriorcingulate-lh,inferiortemporal-lh (-0.30),-0.024173027989821905
posteriorcingulate-rh,inferiortemporal-lh (-0.30),-0.04537163702690383
precentral-lh,inferiortemporal-lh (-0.30),-0.41666666666666674
precentral-rh (-0.26),inferiortemporal-lh (-0.30),0.0
precuneus-lh,inferiortemporal-lh (-0.30),-0.16666666666666663
precuneus-rh,inferiortemporal-lh (-0.30),0.08333333333333326
rostralanteriorcingulate-lh (-0.27),inferiortemporal-lh (-0.30),0.0
rostralanteriorcingulate-lh (-0.33),inferiortemporal-lh (-0.30),0.0
rostralanteriorcingulate-rh (-0.32),inferiortemporal-lh (-0.30),0.0
rostralmiddlefrontal-lh,inferiortemporal-lh (-0.30),0.0
rostralmiddlefrontal-rh (-0.29),inferiortemporal-lh (-0.30),0.0
superiorfrontal-lh (-0.25),inferiortemporal-lh (-0.30),0.0
superiorparietal-lh (-0.34),inferiortemporal-lh (-0.30),0.0
superiorparietal-rh,inferiortemporal-lh (-0.30),-0.16666666666666652
superiortemporal-lh,inferiortemporal-lh (-0.30),-0.16666666666666663
superiortemporal-rh (-0.32),inferiortemporal-lh (-0.30),0.16666666666666652
supramarginal-lh (-0.36),inferiortemporal-lh (-0.30),0.0
temporalpole-lh (-0.21),inferiortemporal-lh (-0.30),0.0
temporalpole-rh (-0.30),inferiortemporal-lh (-0.30),0.16666666666666652
bankssts-rh (-0.23),insula-lh,0.0
bankssts-rh (-0.29),insula-lh,0.3333333333333335
caudalanteriorcingulate-lh (-0.38),insula-lh,0.0
caudalanteriorcingulate-rh (-0.33),insula-lh,0.0
caudalmiddlefrontal-lh,insula-lh,0.13888888888888895
caudalmiddlefrontal-rh (-0.38),insula-lh,0.0
cuneus-lh,insula-lh,0.25
entorhinal-lh,insula-lh,0.16666666666666663
entorhinal-lh (-0.35),insula-lh,0.0
entorhinal-rh,insula-lh,0.4166666666666667
entorhinal-rh (-0.27),insula-lh,0.3333333333333335
frontalpole-rh (-0.28),insula-lh,0.0
fusiform-rh (-0.23),insula-lh,-0.25
fusiform-rh (-0.24),insula-lh,0.0
inferiorparietal-lh,insula-lh,0.17782152230971127
inferiorparietal-rh (-0.26),insula-lh,0.0
inferiortemporal-lh (-0.29),insula-lh,0.0
inferiortemporal-lh (-0.30),insula-lh,0.16666666666666663
lateraloccipital-lh (-0.31),insula-lh,0.0
lateraloccipital-rh,insula-lh,0.3333333333333333
lateraloccipital-rh (-0.29),insula-lh,0.25
lateralorbitofrontal-lh,insula-lh,0.25
lateralorbitofrontal-lh (-0.27),insula-lh,0.0
lateralorbitofrontal-rh (-0.25),insula-lh,0.0
lingual-lh,insula-lh,0.16666666666666663
lingual-lh (-0.34),insula-lh,0.16666666666666663
lingual-rh (-0.28),insula-lh,0.16666666666666663
medialorbitofrontal-lh,insula-lh,0.08333333333333326
medialorbitofrontal-rh,insula-lh,0.125
middletemporal-rh (-0.30),insula-lh,0.0
paracentral-lh (-0.26),insula-lh,-0.25
paracentral-lh (-0.29),insula-lh,0.0
paracentral-rh (-0.22),insula-lh,0.0
parahippocampal-lh (-0.39),insula-lh,0.0
parahippocampal-rh,insula-lh,0.4166666666666667
parahippocampal-rh (-0.28),insula-lh,0.3333333333333335
parsopercularis-lh,insula-lh,0.13888888888888873
parsopercularis-rh (-0.22),insula-lh,-0.25
parsorbitalis-rh (-0.28),insula-lh,0.0
parstriangularis-lh,insula-lh,0.08333333333333326
parstriangularis-rh,insula-lh,0.13636363636363635
pericalcarine-rh,insula-lh,0.0
posteriorcingulate-lh,insula-lh,0.13104325699745534
posteriorcingulate-rh,insula-lh,0.13634290925672599
precentral-lh,insula-lh,0.3333333333333333
precentral-rh (-0.26),insula-lh,0.0
precuneus-lh,insula-lh,0.08333333333333326
precuneus-rh,insula-lh,0.0
rostralanteriorcingulate-lh (-0.27),insula-lh,0.0
rostralanteriorcingulate-lh (-0.33),insula-lh,0.0
rostralanteriorcingulate-rh (-0.32),insula-lh,0.0
rostralmiddlefrontal-lh,insula-lh,0.16666666666666663
rostralmiddlefrontal-rh (-0.29),insula-lh,0.0
superiorfrontal-lh (-0.25),insula-lh,0.0
superiorparietal-lh (-0.34),insula-lh,0.0
superiorparietal-rh,insula-lh,0.08333333333333337
superiortemporal-lh,insula-lh,0.33333333333333315
superiortemporal-rh (-0.32),insula-lh,0.25
supramarginal-lh (-0.36),insula-lh,0.0
temporalpole-lh (-0.21),insula-lh,0.0
temporalpole-rh (-0.30),insula-lh,0.25
bankssts-rh (-0.23),lateraloccipital-lh (-0.31),0.0
bankssts-rh (-0.29),lateraloccipital-lh (-0.31),0.0
caudalanteriorcingulate-lh (-0.38),lateraloccipital-lh (-0.31),0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-lh (-0.31),0.0
caudalmiddlefrontal-lh,lateraloccipital-lh (-0.31),0.0
caudalmiddlefrontal-rh (-0.38),lateraloccipital-lh (-0.31),0.0
cuneus-lh,lateraloccipital-lh (-0.31),0.0
entorhinal-lh,lateraloccipital-lh (-0.31),0.0
entorhinal-lh (-0.35),lateraloccipital-lh (-0.31),0.0
entorhinal-rh,lateraloccipital-lh (-0.31),0.0
entorhinal-rh (-0.27),lateraloccipital-lh (-0.31),0.0
frontalpole-rh (-0.28),lateraloccipital-lh (-0.31),0.0
fusiform-rh (-0.23),lateraloccipital-lh (-0.31),0.0
fusiform-rh (-0.24),lateraloccipital-lh (-0.31),0.0
inferiorparietal-lh,lateraloccipital-lh (-0.31),0.0
inferiorparietal-rh (-0.26),lateraloccipital-lh (-0.31),0.0
inferiortemporal-lh (-0.29),lateraloccipital-lh (-0.31),0.0
inferiortemporal-lh (-0.30),lateraloccipital-lh (-0.31),0.0
insula-lh,lateraloccipital-lh (-0.31),0.0
lateraloccipital-rh,lateraloccipital-lh (-0.31),0.0
lateraloccipital-rh (-0.29),lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-lh,lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-lh (-0.27),lateraloccipital-lh (-0.31),0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-lh (-0.31),0.0
lingual-lh,lateraloccipital-lh (-0.31),0.0
lingual-lh (-0.34),lateraloccipital-lh (-0.31),0.0
lingual-rh (-0.28),lateraloccipital-lh (-0.31),0.0
medialorbitofrontal-lh,lateraloccipital-lh (-0.31),0.0
medialorbitofrontal-rh,lateraloccipital-lh (-0.31),0.0
middletemporal-rh (-0.30),lateraloccipital-lh (-0.31),0.0
paracentral-lh (-0.26),lateraloccipital-lh (-0.31),0.0
paracentral-lh (-0.29),lateraloccipital-lh (-0.31),0.0
paracentral-rh (-0.22),lateraloccipital-lh (-0.31),0.0
parahippocampal-lh (-0.39),lateraloccipital-lh (-0.31),0.0
parahippocampal-rh,lateraloccipital-lh (-0.31),0.0
parahippocampal-rh (-0.28),lateraloccipital-lh (-0.31),0.0
parsopercularis-lh,lateraloccipital-lh (-0.31),0.0
parsopercularis-rh (-0.22),lateraloccipital-lh (-0.31),0.0
parsorbitalis-rh (-0.28),lateraloccipital-lh (-0.31),0.0
parstriangularis-lh,lateraloccipital-lh (-0.31),0.0
parstriangularis-rh,lateraloccipital-lh (-0.31),0.0
pericalcarine-rh,lateraloccipital-lh (-0.31),0.0
posteriorcingulate-lh,lateraloccipital-lh (-0.31),0.0
posteriorcingulate-rh,lateraloccipital-lh (-0.31),0.0
precentral-lh,lateraloccipital-lh (-0.31),0.0
precentral-rh (-0.26),lateraloccipital-lh (-0.31),0.0
precuneus-lh,lateraloccipital-lh (-0.31),0.0
precuneus-rh,lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-lh (-0.27),lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-lh (-0.31),0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-lh (-0.31),0.0
rostralmiddlefrontal-lh,lateraloccipital-lh (-0.31),0.0
rostralmiddlefrontal-rh (-0.29),lateraloccipital-lh (-0.31),0.0
superiorfrontal-lh (-0.25),lateraloccipital-lh (-0.31),0.0
superiorparietal-lh (-0.34),lateraloccipital-lh (-0.31),0.0
superiorparietal-rh,lateraloccipital-lh (-0.31),0.0
superiortemporal-lh,lateraloccipital-lh (-0.31),0.0
superiortemporal-rh (-0.32),lateraloccipital-lh (-0.31),0.0
supramarginal-lh (-0.36),lateraloccipital-lh (-0.31),0.0
temporalpole-lh (-0.21),lateraloccipital-lh (-0.31),0.0
temporalpole-rh (-0.30),lateraloccipital-lh (-0.31),0.0
bankssts-rh (-0.23),lateraloccipital-rh,0.0
bankssts-rh (-0.29),lateraloccipital-rh,0.08333333333333337
caudalanteriorcingulate-lh (-0.38),lateraloccipital-rh,0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-rh,0.0
caudalmiddlefrontal-lh,lateraloccipital-rh,-0.24999999999999994
caudalmiddlefrontal-rh (-0.38),lateraloccipital-rh,0.0
cuneus-lh,lateraloccipital-rh,0.16666666666666663
entorhinal-lh,lateraloccipital-rh,-0.16666666666666674
entorhinal-lh (-0.35),lateraloccipital-rh,0.0
entorhinal-rh,lateraloccipital-rh,-0.08333333333333315
entorhinal-rh (-0.27),lateraloccipital-rh,0.08333333333333337
frontalpole-rh (-0.28),lateraloccipital-rh,0.0
fusiform-rh (-0.23),lateraloccipital-rh,-0.08333333333333331
fusiform-rh (-0.24),lateraloccipital-rh,0.0
inferiorparietal-lh,lateraloccipital-rh,-0.11942257217847763
inferiorparietal-rh (-0.26),lateraloccipital-rh,0.0
inferiortemporal-lh (-0.29),lateraloccipital-rh,0.0
inferiortemporal-lh (-0.30),lateraloccipital-rh,-0.16666666666666669
insula-lh,lateraloccipital-rh,-0.16666666666666674
lateraloccipital-lh (-0.31),lateraloccipital-rh,0.0
lateraloccipital-rh (-0.29),lateraloccipital-rh,-0.25
lateralorbitofrontal-lh,lateraloccipital-rh,0.16666666666666663
lateralorbitofrontal-lh (-0.27),lateraloccipital-rh,0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-rh,0.0
lingual-lh,lateraloccipital-rh,-0.16666666666666663
lingual-lh (-0.34),lateraloccipital-rh,-0.16666666666666669
lingual-rh (-0.28),lateraloccipital-rh,-0.16666666666666669
medialorbitofrontal-lh,lateraloccipital-rh,-0.16666666666666674
medialorbitofrontal-rh,lateraloccipital-rh,-0.16666666666666663
middletemporal-rh (-0.30),lateraloccipital-rh,0.0
paracentral-lh (-0.26),lateraloccipital-rh,-0.08333333333333331
paracentral-lh (-0.29),lateraloccipital-rh,0.0
paracentral-rh (-0.22),lateraloccipital-rh,0.0
parahippocampal-lh (-0.39),lateraloccipital-rh,0.0
parahippocampal-rh,lateraloccipital-rh,-0.08333333333333326
parahippocampal-rh (-0.28),lateraloccipital-rh,0.08333333333333337
parsopercularis-lh,lateraloccipital-rh,-0.13888888888888884
parsopercularis-rh (-0.22),lateraloccipital-rh,-0.08333333333333331
parsorbitalis-rh (-0.28),lateraloccipital-rh,0.0
parstriangularis-lh,lateraloccipital-rh,-0.16666666666666657
parstriangularis-rh,lateraloccipital-rh,-0.14015151515151536
pericalcarine-rh,lateraloccipital-rh,0.0
posteriorcingulate-lh,lateraloccipital-rh,-0.21437659033078893
posteriorcingulate-rh,lateraloccipital-rh,-0.21967624259005947
precentral-lh,lateraloccipital-rh,0.0
precentral-rh (-0.26),lateraloccipital-rh,0.0
precuneus-lh,lateraloccipital-rh,-0.08333333333333337
precuneus-rh,lateraloccipital-rh,-0.16666666666666663
rostralanteriorcingulate-lh (-0.27),lateraloccipital-rh,0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-rh,0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-rh,0.0
rostralmiddlefrontal-lh,lateraloccipital-rh,-0.16666666666666663
rostralmiddlefrontal-rh (-0.29),lateraloccipital-rh,0.0
superiorfrontal-lh (-0.25),lateraloccipital-rh,0.0
superiorparietal-lh (-0.34),lateraloccipital-rh,0.0
superiorparietal-rh,lateraloccipital-rh,-0.08333333333333337
superiortemporal-lh,lateraloccipital-rh,-0.16666666666666663
superiortemporal-rh (-0.32),lateraloccipital-rh,-0.25
supramarginal-lh (-0.36),lateraloccipital-rh,0.0
temporalpole-lh (-0.21),lateraloccipital-rh,0.0
temporalpole-rh (-0.30),lateraloccipital-rh,-0.25
bankssts-rh (-0.23),lateraloccipital-rh (-0.29),0.0
bankssts-rh (-0.29),lateraloccipital-rh (-0.29),0.2499999999999999
caudalanteriorcingulate-lh (-0.38),lateraloccipital-rh (-0.29),0.0
caudalanteriorcingulate-rh (-0.33),lateraloccipital-rh (-0.29),0.0
caudalmiddlefrontal-lh,lateraloccipital-rh (-0.29),0.16666666666666663
caudalmiddlefrontal-rh (-0.38),lateraloccipital-rh (-0.29),0.0
cuneus-lh,lateraloccipital-rh (-0.29),0.2499999999999999
entorhinal-lh,lateraloccipital-rh (-0.29),0.08333333333333337
entorhinal-lh (-0.35),lateraloccipital-rh (-0.29),0.0
entorhinal-rh,lateraloccipital-rh (-0.29),0.33333333333333326
entorhinal-rh (-0.27),lateraloccipital-rh (-0.29),0.2499999999999999
frontalpole-rh (-0.28),lateraloccipital-rh (-0.29),0.0
fusiform-rh (-0.23),lateraloccipital-rh (-0.29),-0.08333333333333326
fusiform-rh (-0.24),lateraloccipital-rh (-0.29),0.0
inferiorparietal-lh,lateraloccipital-rh (-0.29),0.10826771653543299
inferiorparietal-rh (-0.26),lateraloccipital-rh (-0.29),0.0
inferiortemporal-lh (-0.29),lateraloccipital-rh (-0.29),0.0
inferiortemporal-lh (-0.30),lateraloccipital-rh (-0.29),0.24999999999999994
insula-lh,lateraloccipital-rh (-0.29),0.2499999999999999
lateraloccipital-lh (-0.31),lateraloccipital-rh (-0.29),0.0
lateraloccipital-rh,lateraloccipital-rh (-0.29),0.16666666666666674
lateralorbitofrontal-lh,lateraloccipital-rh (-0.29),0.25
lateralorbitofrontal-lh (-0.27),lateraloccipital-rh (-0.29),0.0
lateralorbitofrontal-rh (-0.25),lateraloccipital-rh (-0.29),0.0
lingual-lh,lateraloccipital-rh (-0.29),0.08333333333333337
lingual-lh (-0.34),lateraloccipital-rh (-0.29),0.24999999999999994
lingual-rh (-0.28),lateraloccipital-rh (-0.29),0.24999999999999994
medialorbitofrontal-lh,lateraloccipital-rh (-0.29),0.3333333333333335
medialorbitofrontal-rh,lateraloccipital-rh (-0.29),0.16666666666666674
middletemporal-rh (-0.30),lateraloccipital-rh (-0.29),0.0
paracentral-lh (-0.26),lateraloccipital-rh (-0.29),-0.08333333333333326
paracentral-lh (-0.29),lateraloccipital-rh (-0.29),0.0
paracentral-rh (-0.22),lateraloccipital-rh (-0.29),0.0
parahippocampal-lh (-0.39),lateraloccipital-rh (-0.29),0.0
parahippocampal-rh,lateraloccipital-rh (-0.29),0.33333333333333326
parahippocampal-rh (-0.28),lateraloccipital-rh (-0.29),0.2499999999999999
parsopercularis-lh,lateraloccipital-rh (-0.29),0.16666666666666674
parsopercularis-rh (-0.22),lateraloccipital-rh (-0.29),-0.08333333333333326
parsorbitalis-rh (-0.28),lateraloccipital-rh (-0.29),0.0
parstriangularis-lh,lateraloccipital-rh (-0.29),0.25
parstriangularis-rh,lateraloccipital-rh (-0.29),0.05681818181818199
pericalcarine-rh,lateraloccipital-rh (-0.29),0.16666666666666669
posteriorcingulate-lh,lateraloccipital-rh (-0.29),0.14249363867684484
posteriorcingulate-rh,lateraloccipital-rh (-0.29),0.12129502963976291
precentral-lh,lateraloccipital-rh (-0.29),0.16666666666666674
precentral-rh (-0.26),lateraloccipital-rh (-0.29),0.0
precuneus-lh,lateraloccipital-rh (-0.29),0.08333333333333337
precuneus-rh,lateraloccipital-rh (-0.29),0.25
rostralanteriorcingulate-lh (-0.27),lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-lh (-0.33),lateraloccipital-rh (-0.29),0.0
rostralanteriorcingulate-rh (-0.32),lateraloccipital-rh (-0.29),0.0
rostralmiddlefrontal-lh,lateraloccipital-rh (-0.29),0.0
rostralmiddlefrontal-rh (-0.29),lateraloccipital-rh (-0.29),0.0
superiorfrontal-lh (-0.25),lateraloccipital-rh (-0.29),0.0
