source,target,mean_diff,p,perms,rank,q
22,10,-0.16666666666666663,0.5001220405174518,4096,434,0.15713260366798212
0,11,-0.16666666666666674,0.03148645350256285,4096,69,0.17839611639953354
1,11,0.08333333333333337,0.06272882597022211,4096,196,0.15774401457719606
2,11,0.08333333333333337,0.2501830607761777,4096,389,0.15713260366798212
3,11,0.08333333333333337,0.06272882597022211,4096,123,0.15774401457719606
4,11,0.08333333333333337,0.2501830607761777,4096,372,0.15713260366798212
5,11,0.0,0.5001220405174518,4096,426,0.15713260366798212
6,11,0.0,0.5001220405174518,4096,453,0.15713260366798212
7,11,0.08333333333333337,0.2501830607761777,4096,345,0.15713260366798212
8,11,0.16666666666666674,0.12521357090554064,4096,238,0.15713260366798212
9,11,0.08333333333333337,1.0,4096,471,0.15713260366798212
10,11,0.0,0.12521357090554064,4096,213,0.15713260366798212
12,11,0.0,0.03148645350256285,4096,46,0.17839611639953354
13,11,0.08333333333333326,0.2501830607761777,4096,319,0.15713260366798212
14,11,0.08333333333333337,1.0,4096,483,0.15713260366798212
15,11,0.08333333333333337,0.2501830607761777,4096,349,0.15713260366798212
16,11,0.3333333333333333,0.03148645350256285,4096,68,0.17839611639953354
17,11,0.25,0.2501830607761777,4096,346,0.15713260366798212
18,11,-0.08333333333333326,0.2501830607761777,4096,404,0.15713260366798212
19,11,0.08333333333333337,1.0,4096,499,0.15713260366798212
20,11,-0.25,0.01586526726873322,4096,15,0.37051501098364653
21,11,0.16666666666666663,0.5001220405174518,4096,413,0.15713260366798212
22,11,-0.16666666666666669,0.03148645350256285,4096,99,0.16093076234643236
0,12,0.49999999999999994,0.008054674151818403,4096,6,0.6792775201366853
1,12,0.25,0.06272882597022211,4096,198,0.15774401457719606
2,12,0.41666666666666663,0.06272882597022211,4096,183,0.15774401457719606
3,12,-0.08333333333333331,0.01586526726873322,4096,14,0.37051501098364653
4,12,0.08333333333333337,0.2501830607761777,4096,373,0.15713260366798212
5,12,0.33333333333333337,0.12521357090554064,4096,272,0.15713260366798212
6,12,0.33333333333333326,0.03148645350256285,4096,53,0.17839611639953354
7,12,0.25,0.06272882597022211,4096,134,0.15774401457719606
8,12,0.08333333333333337,0.06272882597022211,4096,136,0.15774401457719606
9,12,0.16666666666666663,0.12521357090554064,4096,216,0.15713260366798212
10,12,0.25,0.01586526726873322,4096,26,0.3087625091530388
11,12,0.0,0.12521357090554064,4096,247,0.15713260366798212
13,12,0.25,0.2501830607761777,4096,318,0.15713260366798212
14,12,0.16666666666666663,0.5001220405174518,4096,411,0.15713260366798212
15,12,0.33333333333333337,0.03148645350256285,4096,47,0.17839611639953354
16,12,0.08333333333333331,0.01586526726873322,4096,41,0.19580061556046363
17,12,0.41666666666666663,0.06272882597022211,4096,155,0.15774401457719606
18,12,0.16666666666666663,0.5001220405174518,4096,450,0.15713260366798212
19,12,0.33333333333333337,0.12521357090554064,4096,262,0.15713260366798212
20,12,0.16666666666666663,0.12521357090554064,4096,291,0.15713260366798212
21,12,0.33333333333333326,0.03148645350256285,4096,96,0.16595984866975835
22,12,0.0,0.03148645350256285,4096,67,0.17839611639953354
0,13,0.0,0.5001220405174518,4096,430,0.15713260366798212
1,13,0.08333333333333326,0.2501830607761777,4096,308,0.15713260366798212
2,13,0.16666666666666674,0.12521357090554064,4096,212,0.15713260366798212
3,13,-0.3333333333333333,0.008054674151818403,4096,4,1.0
4,13,-0.08333333333333337,0.06272882597022211,4096,121,0.15774401457719606
5,13,0.08333333333333326,0.2501830607761777,4096,394,0.15713260366798212
6,13,0.08333333333333326,0.2501830607761777,4096,343,0.15713260366798212
7,13,0.08333333333333326,1.0,4096,494,0.15713260366798212
8,13,-0.08333333333333326,0.2501830607761777,4096,363,0.15713260366798212
9,13,0.0,1.0,4096,472,0.15713260366798212
10,13,0.08333333333333337,1.0,4096,484,0.15713260366798212
11,13,-0.33333333333333337,0.12521357090554064,4096,248,0.15713260366798212
12,13,-0.16666666666666663,0.12521357090554064,4096,280,0.15713260366798212
14,13,0.08333333333333337,1.0,4096,475,0.15713260366798212
15,13,-0.16666666666666674,0.12521357090554064,4096,227,0.15713260366798212
16,13,0.0,0.5001220405174518,4096,420,0.15713260366798212
17,13,0.08333333333333326,1.0,4096,490,0.15713260366798212
18,13,0.0,0.5001220405174518,4096,451,0.15713260366798212
19,13,0.0,1.0,4096,504,0.15713260366798212
20,13,0.08333333333333326,0.2501830607761777,4096,398,0.15713260366798212
21,13,0.25,0.2501830607761777,4096,300,0.15713260366798212
22,13,-0.08333333333333337,1.0,4096,505,0.15713260366798212
0,14,-0.25,0.2501830607761777,4096,385,0.15713260366798212
1,14,-0.08333333333333337,0.2501830607761777,4096,307,0.15713260366798212
2,14,0.0,0.03148645350256285,4096,92,0.17317549426409568
3,14,-0.3333333333333333,0.008054674151818403,4096,2,1.0
4,14,-0.25,0.01586526726873322,4096,30,0.2675941745993003
5,14,0.0,0.12521357090554064,4096,273,0.15713260366798212
6,14,0.0,0.12521357090554064,4096,254,0.15713260366798212
7,14,0.0,0.12521357090554064,4096,241,0.15713260366798212
8,14,-0.08333333333333337,0.2501830607761777,4096,364,0.15713260366798212
9,14,-0.16666666666666663,0.5001220405174518,4096,458,0.15713260366798212
10,14,-0.16666666666666663,0.5001220405174518,4096,460,0.15713260366798212
11,14,-0.08333333333333337,0.2501830607761777,4096,324,0.15713260366798212
12,14,0.08333333333333337,0.2501830607761777,4096,326,0.15713260366798212
13,14,-0.16666666666666663,0.5001220405174518,4096,465,0.15713260366798212
15,14,-0.16666666666666674,0.12521357090554064,4096,228,0.15713260366798212
16,14,-0.08333333333333326,0.06272882597022211,4096,173,0.15774401457719606
17,14,0.0,0.12521357090554064,4096,256,0.15713260366798212
18,14,-0.08333333333333326,0.2501830607761777,4096,402,0.15713260366798212
19,14,-0.16666666666666663,0.5001220405174518,4096,446,0.15713260366798212
20,14,0.08333333333333326,0.2501830607761777,4096,393,0.15713260366798212
