source,target,mean_diff,p,perms,rank,q
10,14,-0.16666666666666674,0.6456677166141693,20000,191,1.0
11,14,-0.4166666666666667,0.10164491775411229,20000,29,1.0
12,14,-0.08333333333333337,1.0,20000,329,1.0
13,14,0.0,1.0,20000,346,1.0
15,14,0.08333333333333337,1.0,20000,399,1.0
16,14,-0.08333333333333337,1.0,20000,400,1.0
17,14,0.08333333333333337,1.0,20000,425,1.0
18,14,0.0,1.0,20000,447,1.0
19,14,0.0,1.0,20000,245,1.0
20,14,-0.24999999999999994,0.41552922353882304,20000,111,1.0
21,14,0.0,1.0,20000,276,1.0
22,14,0.0,1.0,20000,497,1.0
0,15,0.0,1.0,20000,256,1.0
1,15,0.0,1.0,20000,260,1.0
2,15,0.16666666666666663,0.4807259637018149,20000,125,1.0
3,15,0.16666666666666669,0.6837158142092895,20000,215,1.0
4,15,0.16666666666666674,0.6381180940952952,20000,176,1.0
5,15,0.0,1.0,20000,378,1.0
6,15,0.16666666666666663,0.47652617369131545,20000,119,1.0
7,15,0.08333333333333326,1.0,20000,310,1.0
8,15,0.08333333333333326,1.0,20000,463,1.0
9,15,0.08333333333333326,1.0,20000,476,1.0
10,15,-0.16666666666666674,0.6403679816009199,20000,181,1.0
11,15,0.16666666666666663,0.6786160691965402,20000,203,1.0
12,15,0.08333333333333337,1.0,20000,330,1.0
13,15,0.08333333333333337,1.0,20000,347,1.0
14,15,-0.16666666666666663,0.5933203339833009,20000,164,1.0
16,15,0.08333333333333337,1.0,20000,401,1.0
17,15,-0.08333333333333337,1.0,20000,426,1.0
18,15,-0.08333333333333326,1.0,20000,448,1.0
19,15,0.0,1.0,20000,247,1.0
20,15,-0.16666666666666669,0.6820658967051647,20000,212,1.0
21,15,0.0,1.0,20000,277,1.0
22,15,0.08333333333333337,1.0,20000,498,1.0
0,16,-0.16666666666666674,0.6353182340882956,20000,173,1.0
1,16,0.16666666666666663,0.5893705314734263,20000,152,1.0
2,16,-0.16666666666666663,0.4750762461876906,20000,116,1.0
3,16,-0.4166666666666667,0.0912454377281136,20000,15,1.0
4,16,0.25,0.3170841457927104,20000,70,1.0
5,16,0.08333333333333326,1.0,20000,379,1.0
6,16,-0.25,0.37478126093695313,20000,94,1.0
7,16,0.0,1.0,20000,303,1.0
8,16,-0.16666666666666663,0.5851207439628019,20000,134,1.0
9,16,0.0,1.0,20000,477,1.0
10,16,0.0,1.0,20000,284,1.0
11,16,-0.16666666666666663,0.6887655617219139,20000,221,1.0
12,16,0.08333333333333337,1.0,20000,315,1.0
13,16,0.08333333333333326,1.0,20000,348,1.0
14,16,-0.08333333333333337,1.0,20000,353,1.0
15,16,0.41666666666666663,0.07294635268236588,20000,10,1.0
17,16,0.0,1.0,20000,427,1.0
18,16,0.0,1.0,20000,449,1.0
19,16,-0.16666666666666663,0.4783260836958152,20000,123,1.0
20,16,-0.08333333333333337,1.0,20000,434,1.0
21,16,0.08333333333333337,1.0,20000,278,1.0
22,16,-0.08333333333333337,1.0,20000,499,1.0
0,17,-0.08333333333333337,1.0,20000,481,1.0
1,17,0.08333333333333337,1.0,20000,261,1.0
2,17,0.0,1.0,20000,235,1.0
3,17,0.25000000000000006,0.40837958102094896,20000,105,1.0
4,17,0.08333333333333337,1.0,20000,404,1.0
5,17,0.08333333333333337,1.0,20000,380,1.0
6,17,0.16666666666666663,0.663866806659667,20000,194,1.0
7,17,0.08333333333333337,1.0,20000,304,1.0
8,17,0.0,1.0,20000,464,1.0
9,17,-0.08333333333333337,1.0,20000,478,1.0
10,17,0.0,1.0,20000,285,1.0
11,17,-0.08333333333333337,1.0,20000,293,1.0
12,17,-0.08333333333333337,1.0,20000,316,1.0
13,17,0.08333333333333337,1.0,20000,349,1.0
14,17,-0.16666666666666674,0.6397180140992951,20000,179,1.0
15,17,0.08333333333333337,1.0,20000,344,1.0
16,17,0.24999999999999994,0.41487925603719816,20000,110,1.0
18,17,-0.25,0.3750312484375781,20000,95,1.0
19,17,-0.08333333333333337,1.0,20000,248,1.0
20,17,0.08333333333333337,1.0,20000,267,1.0
21,17,-0.16666666666666674,0.6388180590970451,20000,177,1.0
22,17,-0.08333333333333326,1.0,20000,500,1.0
0,18,-0.25,0.21753912304384782,20000,57,1.0
1,18,-0.16666666666666674,0.64026798660067,20000,180,1.0
2,18,-0.08333333333333337,1.0,20000,236,1.0
3,18,0.08333333333333337,1.0,20000,407,1.0
4,18,-0.08333333333333326,1.0,20000,373,1.0
5,18,-0.08333333333333326,1.0,20000,381,1.0
6,18,-0.25,0.21333933303334834,20000,48,1.0
7,18,0.0,1.0,20000,305,1.0
8,18,0.25,0.3169841507924604,20000,69,1.0
9,18,-0.16666666666666663,0.47747612619369034,20000,121,1.0
10,18,-0.25,0.3713314334283286,20000,87,1.0
11,18,-0.08333333333333337,1.0,20000,294,1.0
12,18,-0.08333333333333326,1.0,20000,337,1.0
13,18,-0.16666666666666663,0.5860206989650517,20000,139,1.0
14,18,-0.16666666666666663,0.4761261936903155,20000,117,1.0
15,18,-0.16666666666666663,0.5885205739713014,20000,148,1.0
16,18,-0.25,0.3975801209939503,20000,98,1.0
17,18,-0.08333333333333326,1.0,20000,413,1.0
19,18,-0.16666666666666663,0.47617619119044047,20000,118,1.0
20,18,-0.08333333333333326,1.0,20000,268,1.0
21,18,-0.16666666666666663,0.5963201839908004,20000,170,1.0
22,18,0.0,1.0,20000,501,1.0
0,19,-0.16666666666666674,0.6438678066096695,20000,189,1.0
1,19,0.08333333333333337,1.0,20000,262,1.0
2,19,0.08333333333333337,1.0,20000,237,1.0
3,19,0.08333333333333326,1.0,20000,450,1.0
4,19,0.25,0.39733013349332535,20000,97,1.0
5,19,0.16666666666666663,0.5904204789760512,20000,157,1.0
6,19,-0.16666666666666663,0.5938703064846758,20000,166,1.0
7,19,0.08333333333333326,1.0,20000,306,1.0
8,19,0.08333333333333337,1.0,20000,470,1.0
9,19,-0.08333333333333326,1.0,20000,479,1.0
10,19,-0.16666666666666663,0.5858707064646768,20000,137,1.0
11,19,-0.08333333333333337,1.0,20000,295,1.0
12,19,0.08333333333333337,1.0,20000,338,1.0
13,19,0.08333333333333337,1.0,20000,350,1.0
14,19,-0.16666666666666663,0.5880205989700515,20000,145,1.0
15,19,0.16666666666666663,0.671816409179541,20000,198,1.0
16,19,0.08333333333333326,1.0,20000,419,1.0
17,19,0.08333333333333326,1.0,20000,414,1.0
18,19,-0.16666666666666663,0.591370431478426,20000,159,1.0
20,19,0.08333333333333337,1.0,20000,269,1.0
21,19,-0.25,0.32068396580170994,20000,76,1.0
22,19,0.24999999999999994,0.41227938603069847,20000,107,1.0
0,20,0.25,0.31883405829708517,20000,73,1.0
1,20,0.25,0.3689815509224539,20000,84,1.0
2,20,0.25,0.4008299585020749,20000,101,1.0
3,20,0.3333333333333333,0.2150392480375981,20000,50,1.0
4,20,0.08333333333333337,1.0,20000,374,1.0
5,20,0.33333333333333337,0.19264036798160092,20000,45,1.0
6,20,0.08333333333333326,1.0,20000,360,1.0
7,20,0.5,0.03819809009549523,20000,5,1.0
8,20,0.16666666666666674,0.639618019099045,20000,178,1.0
9,20,0.08333333333333337,1.0,20000,488,1.0
10,20,-0.08333333333333337,1.0,20000,286,1.0
11,20,0.24999999999999994,0.4064296785160742,20000,104,1.0
12,20,0.4166666666666667,0.08699565021748913,20000,12,1.0
13,20,0.41666666666666663,0.07144642767861607,20000,9,1.0
14,20,0.16666666666666663,0.6618169091545423,20000,193,1.0
15,20,0.16666666666666663,0.6808659567021649,20000,207,1.0
16,20,-0.16666666666666669,0.6863156842157893,20000,217,1.0
17,20,0.25,0.3142842857857107,20000,63,1.0
18,20,0.16666666666666663,0.6823158842057897,20000,213,1.0
19,20,0.25,0.3696815159242038,20000,86,1.0
21,20,0.0,1.0,20000,506,1.0
22,20,0.16666666666666669,0.6668166591670417,20000,196,1.0
0,21,-0.41666666666666663,0.0656467176641168,20000,6,1.0
1,21,-0.16666666666666674,0.6423678816059197,20000,186,1.0
2,21,-0.25,0.37333133343332836,20000,90,1.0
3,21,-0.08333333333333337,1.0,20000,451,1.0
4,21,0.0,1.0,20000,375,1.0
5,21,-0.16666666666666663,0.5872706364681766,20000,142,1.0
6,21,-0.25,0.21633918304084795,20000,53,1.0
7,21,-0.16666666666666663,0.5900204989750513,20000,154,1.0
8,21,-0.16666666666666674,0.6359682015899205,20000,174,1.0
9,21,-0.25,0.21548922553872307,20000,51,1.0
10,21,-0.25,0.31558422078896053,20000,66,1.0
11,21,0.08333333333333326,1.0,20000,296,1.0
12,21,-0.5,0.013899305034748262,20000,1,1.0
13,21,-0.25,0.21568921553922304,20000,52,1.0
14,21,-0.33333333333333337,0.09554522273886305,20000,25,1.0
15,21,0.08333333333333337,1.0,20000,392,1.0
16,21,-0.16666666666666669,0.6927153642317884,20000,222,1.0
17,21,-0.25,0.3185340732963352,20000,72,1.0
18,21,-0.33333333333333337,0.09424528773561322,20000,23,1.0
19,21,-0.41666666666666663,0.037048147592620366,20000,3,1.0
20,21,0.0,1.0,20000,270,1.0
22,21,-0.08333333333333331,1.0,20000,504,1.0
0,22,-0.41666666666666663,0.06989650517474126,20000,7,1.0
1,22,-0.4166666666666667,0.08619569021548923,20000,11,1.0
2,22,-0.16666666666666663,0.6753662316884156,20000,201,1.0
3,22,0.08333333333333337,1.0,20000,452,1.0
4,22,-0.08333333333333326,1.0,20000,420,1.0
5,22,-0.41666666666666663,0.07029648517574122,20000,8,1.0
6,22,-0.33333333333333326,0.15604219789010548,20000,42,1.0
7,22,-0.25,0.3992800359982001,20000,99,1.0
8,22,-0.08333333333333337,1.0,20000,471,1.0
9,22,-0.25,0.37468126593670315,20000,93,1.0
10,22,-0.08333333333333326,1.0,20000,290,1.0
11,22,-0.08333333333333331,1.0,20000,297,1.0
12,22,-0.08333333333333337,1.0,20000,323,1.0
13,22,-0.41666666666666663,0.03819809009549523,20000,4,1.0
14,22,-0.25,0.367931603419829,20000,82,1.0
15,22,-0.08333333333333337,1.0,20000,393,1.0
16,22,-0.33333333333333337,0.21338933053347334,20000,49,1.0
17,22,-0.49999999999999994,0.026348682565871705,20000,2,1.0
18,22,-0.33333333333333326,0.15539223038848057,20000,41,1.0
19,22,-0.16666666666666674,0.6428178591070447,20000,188,1.0
20,22,-0.08333333333333331,1.0,20000,271,1.0
21,22,-0.08333333333333337,1.0,20000,494,1.0
